"","City","State.short","State.full","County","City.alias","address","lon","lat"
"1048","Petal","MS","Mississippi","FORREST","Petal","Petal, Mississippi",-89.2600605,31.3465627
"1049","Picayune","MS","Mississippi","PEARL RIVER","Picayune","Picayune, Mississippi",-89.6795084,30.5254692
"1050","Picayune","MS","Mississippi","PEARL RIVER","Caesar","Caesar, Mississippi",-89.5467265,30.5843575
"1051","Poplarville","MS","Mississippi","PEARL RIVER","Crossroads","Crossroads, Mississippi",-89.7747945,30.7826876
"1052","Seminary","MS","Mississippi","COVINGTON","Seminary","Seminary, Mississippi",-89.4975669,31.5623892
"1053","Seminary","MS","Mississippi","COVINGTON","Eminence","Eminence, Mississippi",-89.4339539,31.6129431
"1054","Stringer","MS","Mississippi","JASPER","Stringer","Stringer, Mississippi",-89.2633939,31.8668234
"1055","Sumrall","MS","Mississippi","LAMAR","Melba","Melba, Mississippi",-89.6456278,31.4448933
"1056","Kiln","MS","Mississippi","HANCOCK","Kiln","Kiln, Mississippi",-89.4350519,30.4090829
"1057","Pascagoula","MS","Mississippi","JACKSON","Pecan","Pecan, Mississippi",-88.4291783,30.4435318
"1058","Perkinston","MS","Mississippi","STONE","Sellers","Sellers, Mississippi",-89.3575527,30.5915804
"1059","Saucier","MS","Mississippi","HARRISON","Saucier","Saucier, Mississippi",-89.1350449,30.6357481
"1060","Saucier","MS","Mississippi","HARRISON","Success","Success, Mississippi",-89.0517071,30.6107494
"1061","Gloster","MS","Mississippi","AMITE","Ariel","Ariel, Mississippi",-90.9873252,31.1007315
"1062","Mccomb","MS","Mississippi","PIKE","Progress","Progress, Mississippi",-90.3267599,31.0462897
"1063","Monticello","MS","Mississippi","LAWRENCE","Rosella","Rosella, Mississippi",-90.1284193,31.6073902
"1064","Silver Creek","MS","Mississippi","LAWRENCE","Arm","Arm, Mississippi",-90.0161945,31.5029489
"1065","Aberdeen","MS","Mississippi","MONROE","Lackey","Lackey, Mississippi",-88.4622638,33.8031692
"1066","Aberdeen","MS","Mississippi","MONROE","Wren","Wren, Mississippi",-88.6133804,33.9717779
"1067","Ackerman","MS","Mississippi","CHOCTAW","Reform","Reform, Mississippi",-89.154787,33.4306786
"1068","Eupora","MS","Mississippi","WEBSTER","Fame","Fame, Mississippi",-89.2014557,33.6640071
"1069","Starkville","MS","Mississippi","OKTIBBEHA","Blackjack","Blackjack, Mississippi",-88.7319952,33.4376218
"1070","Weir","MS","Mississippi","CHOCTAW","Weir","Weir, Mississippi",-89.2909022,33.2667917
"1071","West Point","MS","Mississippi","CLAY","Whites","Whites, Mississippi",-88.6208799,33.6603954
"1072","Woodland","MS","Mississippi","CHICKASAW","Anchor","Anchor, Mississippi",-89.038117,33.8267814
"1073","Cairo","GA","Georgia","GRADY","Karo","Karo, Georgia",-84.2012897,30.8774132
"1074","Eminence","KY","Kentucky","HENRY","Eminence","Eminence, Kentucky",-85.1805105,38.3700683
"1075","New Haven","KY","Kentucky","NELSON","Trappist","Trappist, Kentucky",-85.5791187,37.6516426
"1076","Pleasureville","KY","Kentucky","HENRY","Cropper","Cropper, Kentucky",-85.1132874,38.3122917
"1077","Hardinsburg","KY","Kentucky","BRECKINRIDGE","Sample","Sample, Kentucky",-86.4810892,37.9045058
"1078","Louisville","KY","Kentucky","JEFFERSON","Moorland","Moorland, Kentucky",-85.5800797,38.273146
"1079","Louisville","KY","Kentucky","JEFFERSON","Plantation","Plantation, Kentucky",-85.5910719,38.2834033
"1080","Farmers","KY","Kentucky","ROWAN","Farmers","Farmers, Kentucky",-83.5460211,38.1428591
"1081","Irvine","KY","Kentucky","ESTILL","Jinks","Jinks, Kentucky",-84.0321491,37.6064723
"1082","Means","KY","Kentucky","MENIFEE","Means","Means, Kentucky",-83.7724166,37.9492479
"1083","Winchester","KY","Kentucky","CLARK","Ford","Ford, Kentucky",-84.261483,37.8808596
"1084","Mc Kee","KY","Kentucky","JACKSON","Parrot","Parrot, Kentucky",-84.0586758,37.3195755
"1085","Mc Kee","KY","Kentucky","JACKSON","Peoples","Peoples, Kentucky",-84.0532635,37.2895321
"1086","Tyner","KY","Kentucky","JACKSON","Herd","Herd, Kentucky",-83.8752013,37.3642546
"1087","Bush","KY","Kentucky","LAUREL","Bush","Bush, Kentucky",-83.8696714,37.0927618
"1088","East Bernstadt","KY","Kentucky","LAUREL","Victory","Victory, Kentucky",-84.0954871,37.2539764
"1089","East Bernstadt","KY","Kentucky","LAUREL","Symbol","Symbol, Kentucky",-84.1388213,37.2739756
"1090","Lily","KY","Kentucky","LAUREL","Lily","Lily, Kentucky",-84.0752089,37.0245332
"1091","Ages Brookside","KY","Kentucky","HARLAN","Ages","Ages, Kentucky",-83.2445786,36.8569915
"1092","Cranks","KY","Kentucky","HARLAN","Cranks","Cranks, Kentucky",-83.1669133,36.7652158
"1093","Cumberland","KY","Kentucky","HARLAN","Chad","Chad, Kentucky",-83.0226637,36.9698137
"1094","Evarts","KY","Kentucky","HARLAN","Woods","Woods, Kentucky",-82.6526556,37.6356537
"1095","Harlan","KY","Kentucky","HARLAN","Smith","Smith, Kentucky",-83.2593455,36.7359208
"1096","Lynch","KY","Kentucky","HARLAN","Lynch","Lynch, Kentucky",-82.9223839,36.9662044
"1097","Miracle","KY","Kentucky","BELL","Miracle","Miracle, Kentucky",-83.5840822,36.7606413
"1098","Partridge","KY","Kentucky","LETCHER","Partridge","Partridge, Kentucky",-82.8979391,37.0064832
"1099","Cannon","KY","Kentucky","KNOX","Cannon","Cannon, Kentucky",-83.858257,36.9145327
"1100","Manchester","KY","Kentucky","CLAY","Plank","Plank, Kentucky",-83.64686,37.0762003
"1101","Manchester","KY","Kentucky","CLAY","Urban","Urban, Kentucky",-83.8468676,37.1573118
"1102","Manchester","KY","Kentucky","CLAY","Ogle","Ogle, Kentucky",-83.7115847,37.0300889
"1103","Manchester","KY","Kentucky","CLAY","Wildcat","Wildcat, Kentucky",-83.6907945,37.2339955
"1104","Manchester","KY","Kentucky","CLAY","Grace","Grace, Kentucky",-83.8654795,37.1973118
"1105","Pineville","KY","Kentucky","BELL","Field","Field, Kentucky",-83.6021372,36.892865
"1106","Pineville","KY","Kentucky","BELL","Balkan","Balkan, Kentucky",-83.5443591,36.7592525
"1107","Berry","KY","Kentucky","HARRISON","Berry","Berry, Kentucky",-84.3843829,38.5206283
"1108","Carrollton","KY","Kentucky","CARROLL","English","English, Kentucky",-85.1280083,38.628397
"1109","Covington","KY","Kentucky","KENTON","Rouse","Rouse, Kentucky",-84.2700179,37.8393332
"1110","Cynthiana","KY","Kentucky","HARRISON","Lair","Lair, Kentucky",-84.3077123,38.3420194
"1111","Florence","KY","Kentucky","BOONE","Devon","Devon, Kentucky",-84.6157773,38.9689506
"1112","Ashland","KY","Kentucky","BOYD","Princess","Princess, Kentucky",-82.7457188,38.3875819
"1113","Greenup","KY","Kentucky","GREENUP","Load","Load, Kentucky",-82.9707274,38.5461898
"1114","Olive Hill","KY","Kentucky","CARTER","Fitch","Fitch, Kentucky",-83.3374044,38.3200801
"1115","Olive Hill","KY","Kentucky","CARTER","Gimlet","Gimlet, Kentucky",-83.1373966,38.2189711
"1116","Olive Hill","KY","Kentucky","CARTER","Wolf","Wolf, Kentucky",-83.0993412,38.3792468
"1117","Olive Hill","KY","Kentucky","CARTER","Ibex","Ibex, Kentucky",-83.073505,38.1761944
"1118","Olive Hill","KY","Kentucky","CARTER","Globe","Globe, Kentucky",-83.2449012,38.2875809
"1119","Olive Hill","KY","Kentucky","CARTER","Stark","Stark, Kentucky",-83.1348961,38.1736942
"1120","Olive Hill","KY","Kentucky","CARTER","Prater","Prater, Kentucky",-83.1518427,38.3389694
"1121","Sandy Hook","KY","Kentucky","ELLIOTT","Bruin","Bruin, Kentucky",-83.0187808,38.187861
"1122","Sandy Hook","KY","Kentucky","ELLIOTT","Newfoundland","Newfoundland, Kentucky",-83.0993388,38.1314731
"1123","Soldier","KY","Kentucky","CARTER","Soldier","Soldier, Kentucky",-83.299347,38.2592478
"1124","South Portsmouth","KY","Kentucky","GREENUP","Firebrick","Firebrick, Kentucky",-83.0471199,38.6875766
"1125","Vanceburg","KY","Kentucky","LEWIS","Trace","Trace, Kentucky",-82.725091,38.3276667
"1126","Vanceburg","KY","Kentucky","LEWIS","Charters","Charters, Kentucky",-83.4332434,38.573687
"1127","Beauty","KY","Kentucky","MARTIN","Beauty","Beauty, Kentucky",-82.4380358,37.8399198
"1128","Inez","KY","Kentucky","MARTIN","Job","Job, Kentucky",-82.5437639,37.9178708
"1129","Lovely","KY","Kentucky","MARTIN","Lovely","Lovely, Kentucky",-82.4014086,37.826338
"1130","Oil Springs","KY","Kentucky","JOHNSON","Manila","Manila, Kentucky",-82.9154425,37.8428698
"1131","Pilgrim","KY","Kentucky","MARTIN","Pilgrim","Pilgrim, Kentucky",-82.421258,37.7992639
"1132","River","KY","Kentucky","JOHNSON","River","River, Kentucky",-82.7471119,37.9009605
"1133","Tomahawk","KY","Kentucky","MARTIN","Tomahawk","Tomahawk, Kentucky",-82.5970983,37.8687052
"1134","Campton","KY","Kentucky","WOLFE","Flat","Flat, Kentucky",-83.54592,37.6535484
"1135","Campton","KY","Kentucky","WOLFE","Mary","Mary, Kentucky",-83.5362973,37.6684201
"1136","Bays","KY","Kentucky","BREATHITT","Bays","Bays, Kentucky",-83.2468429,37.6462023
"1137","Booneville","KY","Kentucky","OWSLEY","Turkey","Turkey, Kentucky",-83.5076844,37.4792559
"1138","Jackson","KY","Kentucky","BREATHITT","Canoe","Canoe, Kentucky",-84.8125754,38.2981546
"1139","Jackson","KY","Kentucky","BREATHITT","Wolverine","Wolverine, Kentucky",-83.4082367,37.5809228
"1140","Jackson","KY","Kentucky","BREATHITT","Quicksand","Quicksand, Kentucky",-83.3449009,37.5289797
"1141","Jackson","KY","Kentucky","BREATHITT","Decoy","Decoy, Kentucky",-83.0940588,37.4956508
"1142","Lone","KY","Kentucky","LEE","Lone","Lone, Kentucky",-83.6037998,37.5300879
"1143","Lost Creek","KY","Kentucky","BREATHITT","Ned","Ned, Kentucky",-83.2707319,37.4084263
"1144","Mistletoe","KY","Kentucky","OWSLEY","Mistletoe","Mistletoe, Kentucky",-83.5915791,37.3125902
"1145","Rowdy","KY","Kentucky","PERRY","Rowdy","Rowdy, Kentucky",-83.2489268,37.3916997
"1146","Royalton","KY","Kentucky","MAGOFFIN","Gypsy","Gypsy, Kentucky",-82.9637774,37.6625948
"1147","Salyersville","KY","Kentucky","MAGOFFIN","Ever","Ever, Kentucky",-83.0518362,37.8487015
"1148","Salyersville","KY","Kentucky","MAGOFFIN","Carver","Carver, Kentucky",-83.0501692,37.6412051
"1149","Salyersville","KY","Kentucky","MAGOFFIN","Fritz","Fritz, Kentucky",-83.1515621,37.7014808
"1150","West Liberty","KY","Kentucky","MORGAN","Relief","Relief, Kentucky",-82.9951672,37.9448113
"1151","West Liberty","KY","Kentucky","MORGAN","Index","Index, Kentucky",-83.285325,37.8975516
"1152","West Liberty","KY","Kentucky","MORGAN","Dingus","Dingus, Kentucky",-83.1021157,37.9081444
"1153","West Liberty","KY","Kentucky","MORGAN","Blaze","Blaze, Kentucky",-83.3329576,38.0217512
"1154","West Liberty","KY","Kentucky","MORGAN","Moon","Moon, Kentucky",-83.0487802,37.9734213
"1155","Pikeville","KY","Kentucky","PIKE","Meta","Meta, Kentucky",-82.4373701,37.5703781
"1156","Belfry","KY","Kentucky","PIKE","Goody","Goody, Kentucky",-82.2695848,37.6620462
"1157","Belfry","KY","Kentucky","PIKE","Belfry","Belfry, Kentucky",-82.2690293,37.6203804
"1158","Elkhorn City","KY","Kentucky","PIKE","Praise","Praise, Kentucky",-84.2700179,37.8393332
"1159","Lookout","KY","Kentucky","PIKE","Lookout","Lookout, Kentucky",-82.4671579,37.3146986
"1160","Majestic","KY","Kentucky","PIKE","Majestic","Majestic, Kentucky",-82.0998518,37.5339963
"1161","Phelps","KY","Kentucky","PIKE","Jamboree","Jamboree, Kentucky",-82.1367987,37.4984406
"1162","Raccoon","KY","Kentucky","PIKE","Raccoon","Raccoon, Kentucky",-82.4374874,37.489193
"1163","Ransom","KY","Kentucky","PIKE","Ransom","Ransom, Kentucky",-82.1881912,37.566494
"1164","Regina","KY","Kentucky","PIKE","Regina","Regina, Kentucky",-82.3911887,37.3780314
"1165","Stone","KY","Kentucky","PIKE","Stone","Stone, Kentucky",-82.2709741,37.5859365
"1166","Stopover","KY","Kentucky","PIKE","Stopover","Stopover, Kentucky",-82.09124,37.5159411
"1167","Stopover","KY","Kentucky","PIKE","Woodman","Woodman, Kentucky",-82.0445701,37.5212197
"1168","Banner","KY","Kentucky","FLOYD","Banner","Banner, Kentucky",-82.7012684,37.599265
"1169","Bevinsville","KY","Kentucky","FLOYD","Halo","Halo, Kentucky",-82.7393239,37.315658
"1170","Drift","KY","Kentucky","FLOYD","Drift","Drift, Kentucky",-82.7476587,37.4803778
"1171","Eastern","KY","Kentucky","FLOYD","Eastern","Eastern, Kentucky",-82.8067126,37.5164758
"1172","Lackey","KY","Kentucky","FLOYD","Lackey","Lackey, Kentucky",-82.8287721,37.4684325
"1173","Prestonsburg","KY","Kentucky","FLOYD","Hippo","Hippo, Kentucky",-82.8687738,37.5325979
"1174","Prestonsburg","KY","Kentucky","FLOYD","Dock","Dock, Kentucky",-84.2700179,37.8393332
"1175","Prestonsburg","KY","Kentucky","FLOYD","Cliff","Cliff, Kentucky",-82.7804378,37.6814856
"1176","Prestonsburg","KY","Kentucky","FLOYD","Lancer","Lancer, Kentucky",-82.7368251,37.6670418
"1177","Printer","KY","Kentucky","FLOYD","Printer","Printer, Kentucky",-82.7462699,37.5298215
"1178","Tram","KY","Kentucky","FLOYD","Tram","Tram, Kentucky",-82.6462666,37.5734321
"1179","Wheelwright","KY","Kentucky","FLOYD","Wheelwright","Wheelwright, Kentucky",-82.7209904,37.3326024
"1180","Hazard","KY","Kentucky","PERRY","Hazard","Hazard, Kentucky",-83.1932284,37.24954
"1181","Hazard","KY","Kentucky","PERRY","Typo","Typo, Kentucky",-83.2548982,37.2778724
"1182","Bonnyman","KY","Kentucky","PERRY","Butterfly","Butterfly, Kentucky",-83.2723989,37.2884276
"1183","Bulan","KY","Kentucky","PERRY","Talcum","Talcum, Kentucky",-83.1119786,37.3808823
"1184","Busy","KY","Kentucky","PERRY","Busy","Busy, Kentucky",-83.2904554,37.2784274
"1185","Combs","KY","Kentucky","PERRY","Combs","Combs, Kentucky",-83.2125352,37.2662969
"1186","Cornettsville","KY","Kentucky","PERRY","Daisy","Daisy, Kentucky",-83.0948897,37.1137053
"1187","Dice","KY","Kentucky","PERRY","Dice","Dice, Kentucky",-83.2273969,37.3628719
"1188","Dwarf","KY","Kentucky","PERRY","Dwarf","Dwarf, Kentucky",-83.1292265,37.335299
"1189","Happy","KY","Kentucky","PERRY","Happy","Happy, Kentucky",-83.0965566,37.2039848
"1190","Hyden","KY","Kentucky","LESLIE","Confluence","Confluence, Kentucky",-83.3842984,37.271116
"1191","Krypton","KY","Kentucky","PERRY","Krypton","Krypton, Kentucky",-83.3393462,37.3112042
"1192","Sassafras","KY","Kentucky","KNOTT","Sassafras","Sassafras, Kentucky",-83.0551656,37.2206523
"1193","Smilax","KY","Kentucky","LESLIE","Smilax","Smilax, Kentucky",-83.2821219,37.1356488
"1194","Vest","KY","Kentucky","KNOTT","Vest","Vest, Kentucky",-83.0065542,37.396764
"1195","Vicco","KY","Kentucky","PERRY","Kodak","Kodak, Kentucky",-83.0312754,37.2053743
"1196","Viper","KY","Kentucky","PERRY","Viper","Viper, Kentucky",-83.1401891,37.1695863
"1197","Ermine","KY","Kentucky","LETCHER","Ermine","Ermine, Kentucky",-82.7921038,37.1212104
"1198","Garner","KY","Kentucky","KNOTT","Garner","Garner, Kentucky",-82.9251625,37.3581543
"1199","Hallie","KY","Kentucky","LETCHER","Skyline","Skyline, Kentucky",-82.9815509,37.0759274
"1200","Kite","KY","Kentucky","KNOTT","Kite","Kite, Kentucky",-82.8029367,37.3212123
"1201","Neon","KY","Kentucky","LETCHER","Neon","Neon, Kentucky",-82.7057126,37.1923249
"1202","Premium","KY","Kentucky","LETCHER","Premium","Premium, Kentucky",-82.9238396,37.1427957
"1203","Whitesburg","KY","Kentucky","LETCHER","Van","Van, Kentucky",-82.8734937,37.1514871
"1204","Whitesburg","KY","Kentucky","LETCHER","Democrat","Democrat, Kentucky",-82.8032139,37.2334349
"1205","Whitesburg","KY","Kentucky","LETCHER","Crown","Crown, Kentucky",-82.841271,37.149821
"1206","Raven","KY","Kentucky","KNOTT","Raven","Raven, Kentucky",-82.8062707,37.402878
"1207","Topmost","KY","Kentucky","KNOTT","Topmost","Topmost, Kentucky",-82.7954823,37.3592248
"1208","Eddyville","KY","Kentucky","LYON","Confederate","Confederate, Kentucky",-87.9975209,36.9919966
"1209","Eddyville","KY","Kentucky","LYON","Overlook","Overlook, Kentucky",-84.2700179,37.8393332
"1210","Hampton","KY","Kentucky","LIVINGSTON","Joy","Joy, Kentucky",-88.3858713,37.3550525
"1211","Hazel","KY","Kentucky","CALLOWAY","Hazel","Hazel, Kentucky",-88.3258742,36.5022783
"1212","Hickory","KY","Kentucky","GRAVES","Dogwood","Dogwood, Kentucky",-88.5758801,36.8842235
"1213","La Center","KY","Kentucky","BALLARD","Gage","Gage, Kentucky",-88.8895042,36.9911653
"1214","Marion","KY","Kentucky","CRITTENDEN","Tribune","Tribune, Kentucky",-87.9919647,37.3478273
"1215","Salem","KY","Kentucky","LIVINGSTON","Lola","Lola, Kentucky",-88.3078117,37.3186642
"1216","Edmonton","KY","Kentucky","METCALFE","Cork","Cork, Kentucky",-85.5833009,37.037557
"1217","Edmonton","KY","Kentucky","METCALFE","Subtle","Subtle, Kentucky",-85.5849366,36.9919331
"1218","Gamaliel","KY","Kentucky","MONROE","Fleet","Fleet, Kentucky",-86.2938786,36.6536539
"1219","Glasgow","KY","Kentucky","BARREN","Lamb","Lamb, Kentucky",-85.8991446,36.7586644
"1220","Scottsville","KY","Kentucky","ALLEN","Halfway","Halfway, Kentucky",-86.2961006,36.7955979
"1221","Scottsville","KY","Kentucky","ALLEN","Trammel","Trammel, Kentucky",-86.3533242,36.7853194
"1222","Tompkinsville","KY","Kentucky","MONROE","Boles","Boles, Kentucky",-85.6644177,36.6186695
"1223","Brownsville","KY","Kentucky","EDMONSON","Sunfish","Sunfish, Kentucky",-86.3696995,37.2969936
"1224","Brownsville","KY","Kentucky","EDMONSON","Huff","Huff, Kentucky",-86.3677551,37.2486591
"1225","Cadiz","KY","Kentucky","TRIGG","Maggie","Maggie, Kentucky",-84.2700179,37.8393332
"1226","Cerulean","KY","Kentucky","TRIGG","Cerulean","Cerulean, Kentucky",-87.7109535,36.9606552
"1227","Lewisburg","KY","Kentucky","LOGAN","Quality","Quality, Kentucky",-86.8466617,37.0755998
"1228","Mammoth Cave","KY","Kentucky","EDMONSON","Ollie","Ollie, Kentucky",-86.1802505,37.2519933
"1229","Morgantown","KY","Kentucky","BUTLER","Provo","Provo, Kentucky",-86.8283254,37.2331008
"1230","Rockfield","KY","Kentucky","WARREN","Browning","Browning, Kentucky",-86.609716,36.9469863
"1231","Roundhill","KY","Kentucky","EDMONSON","Region","Region, Kentucky",-84.2700179,37.8393332
"1232","Beaver Dam","KY","Kentucky","OHIO","Render","Render, Kentucky",-84.2700179,37.8393332
"1233","Beaver Dam","KY","Kentucky","OHIO","Nineteen","Nineteen, Kentucky",-86.9466607,37.3275448
"1234","Hartford","KY","Kentucky","OHIO","Narrows","Narrows, Kentucky",-86.729988,37.5672738
"1235","Island","KY","Kentucky","MCLEAN","Island","Island, Kentucky",-87.1438852,37.445046
"1236","Morganfield","KY","Kentucky","UNION","Pride","Pride, Kentucky",-87.8908543,37.5583787
"1237","Reed","KY","Kentucky","HENDERSON","Reed","Reed, Kentucky",-87.3541718,37.851156
"1238","Slaughters","KY","Kentucky","WEBSTER","Slaughters","Slaughters, Kentucky",-87.5022239,37.4889336
"1239","Somerset","KY","Kentucky","PULASKI","Stab","Stab, Kentucky",-84.4368834,37.1514701
"1240","Somerset","KY","Kentucky","PULASKI","Public","Public, Kentucky",-84.3882608,37.1814158
"1241","Somerset","KY","Kentucky","PULASKI","Acorn","Acorn, Kentucky",-84.3777154,37.1331379
"1242","Nancy","KY","Kentucky","PULASKI","Pointer","Pointer, Kentucky",-84.7671677,37.132853
"1243","Nancy","KY","Kentucky","PULASKI","Nancy","Nancy, Kentucky",-84.7479996,37.0717419
"1244","Albany","KY","Kentucky","CLINTON","Seminary","Seminary, Kentucky",-84.2700179,37.8393332
"1245","Albany","KY","Kentucky","CLINTON","Highway","Highway, Kentucky",-85.2088473,36.7383981
"1246","Albany","KY","Kentucky","CLINTON","Static","Static, Kentucky",-85.0849529,36.6220111
"1247","Albany","KY","Kentucky","CLINTON","Snow","Snow, Kentucky",-85.1369002,36.7503437
"1248","Monticello","KY","Kentucky","WAYNE","Barrier","Barrier, Kentucky",-84.7671648,36.7689616
"1249","Monticello","KY","Kentucky","WAYNE","Slat","Slat, Kentucky",-84.9091146,36.8100702
"1250","Monticello","KY","Kentucky","WAYNE","Stop","Stop, Kentucky",-84.8306654,36.8080363
"1251","Monticello","KY","Kentucky","WAYNE","Pueblo","Pueblo, Kentucky",-84.7082749,36.8097963
